[01.12.2016 12:12:52,146] [main] INFO  CostEstimationFitness  - i: 176; j: 15
[01.12.2016 13:25:47,959] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:25:49,247] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:25:49,329] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:25:49,359] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:25:49,361] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:25:49,376] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:25:49,420] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:25:49,421] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:27:13,773] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:27:13,855] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:27:13,887] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:27:13,889] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:27:13,901] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:27:13,945] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:27:13,946] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:27:30,453] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:27:30,532] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:27:30,564] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:27:30,567] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:27:30,577] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:27:30,619] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:27:30,620] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:27:30,812] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 179196.0
[01.12.2016 13:27:30,812] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: N_effort_numeric
[01.12.2016 13:27:30,812] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 0
[01.12.2016 13:27:30,969] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 75188.0
[01.12.2016 13:27:30,969] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (File_numeric + Enquiry_numeric) + (AFP_numeric * PDR_AFP_numeric)
[01.12.2016 13:27:30,969] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
[01.12.2016 13:27:31,057] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5865.0
[01.12.2016 13:27:31,057] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: AFP_numeric * PDR_AFP_numeric
[01.12.2016 13:27:31,057] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 1
[01.12.2016 13:27:31,987] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 111.6 MB
[01.12.2016 13:27:32,247] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5865.0
[01.12.2016 13:27:32,248] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: AFP_numeric * PDR_AFP_numeric
[01.12.2016 13:27:32,248] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 1
[01.12.2016 13:28:58,020] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:28:58,112] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:28:58,139] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:28:58,142] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:28:58,156] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:28:58,213] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:28:58,214] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:28:58,416] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 179196.0
[01.12.2016 13:28:58,417] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: N_effort_numeric
[01.12.2016 13:28:58,417] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 0
[01.12.2016 13:28:58,542] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5669.0
[01.12.2016 13:28:58,542] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: PDR_AFP_numeric * AFP_numeric
[01.12.2016 13:28:58,542] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 1
[01.12.2016 13:28:59,566] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 110.5 MB
[01.12.2016 13:28:59,792] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5669.0
[01.12.2016 13:28:59,792] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: PDR_AFP_numeric * AFP_numeric
[01.12.2016 13:28:59,794] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 1
[01.12.2016 13:31:18,393] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:31:18,497] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:31:18,533] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:31:18,535] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:31:18,546] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:31:18,586] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:31:18,587] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:31:18,752] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 11768.0
[01.12.2016 13:31:18,752] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (PDR_AFP_numeric * AFP_numeric) + (Resource_numeric * NPDR_AFP_numeric)
[01.12.2016 13:31:18,753] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
[01.12.2016 13:31:18,868] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5669.0
[01.12.2016 13:31:18,868] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: AFP_numeric * PDR_AFP_numeric
[01.12.2016 13:31:18,868] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 1
[01.12.2016 13:31:19,147] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5668.0
[01.12.2016 13:31:19,147] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (PDR_AFP_numeric * AFP_numeric) + Resource_numeric
[01.12.2016 13:31:19,148] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
[01.12.2016 13:31:19,438] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5661.0
[01.12.2016 13:31:19,439] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (1.0 + (PDR_AFP_numeric * AFP_numeric)) + (Dev.Type_numeric * AFP_numeric)
[01.12.2016 13:31:19,439] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:31:19,956] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 84.5 MB
[01.12.2016 13:31:20,204] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5661.0
[01.12.2016 13:31:20,205] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (1.0 + (PDR_AFP_numeric * AFP_numeric)) + (Dev.Type_numeric * AFP_numeric)
[01.12.2016 13:31:20,205] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:31:31,076] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:31:31,161] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:31:31,185] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:31:31,188] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:31:31,202] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:31:31,263] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:31:31,264] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:31:31,486] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5669.0
[01.12.2016 13:31:31,486] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: PDR_AFP_numeric * AFP_numeric
[01.12.2016 13:31:31,487] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 1
[01.12.2016 13:31:32,607] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 110.5 MB
[01.12.2016 13:31:32,840] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5669.0
[01.12.2016 13:31:32,841] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: PDR_AFP_numeric * AFP_numeric
[01.12.2016 13:31:32,841] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 1
[01.12.2016 13:33:43,698] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:33:43,782] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:33:43,811] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:33:43,815] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:33:43,830] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:33:43,884] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:33:43,885] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:33:44,121] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:33:44,121] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((5.0 * Duration_numeric) * (Output_numeric + 5.0)) / ((Dev.Type_numeric * Duration_numeric) + (Dev.Type_numeric / Deleted_numeric))
[01.12.2016 13:33:44,121] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:33:45,773] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 104.9 MB
[01.12.2016 13:33:46,088] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:33:46,089] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((5.0 * Duration_numeric) * (Output_numeric + 5.0)) / ((Dev.Type_numeric * Duration_numeric) + (Dev.Type_numeric / Deleted_numeric))
[01.12.2016 13:33:46,089] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:44:42,706] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:44:42,785] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:44:42,824] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:44:42,827] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:44:42,841] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:44:42,893] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:44:42,894] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:44:43,095] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:44:43,095] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (Dev.Type_numeric + NPDU_UFP_numeric) + (((Changed_numeric / Dev.Type_numeric) / (Output_numeric + Deleted_numeric)) / ((Dev.Type_numeric / Dev.Type_numeric) + (4.0 * Dev.Type_numeric)))
[01.12.2016 13:44:43,095] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 4
[01.12.2016 13:44:44,726] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 103.2 MB
[01.12.2016 13:44:45,041] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:44:45,041] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (Dev.Type_numeric + NPDU_UFP_numeric) + (((Changed_numeric / Dev.Type_numeric) / (Output_numeric + Deleted_numeric)) / ((Dev.Type_numeric / Dev.Type_numeric) + (4.0 * Dev.Type_numeric)))
[01.12.2016 13:44:45,041] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 4
[01.12.2016 13:45:16,893] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:45:16,899] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:45:16,908] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:45:16,947] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:45:16,948] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.7 MB
[01.12.2016 13:45:17,016] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 127.0
[01.12.2016 13:45:17,018] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (X + (X * (3 + X))) + ((3 + Y) + (10 + 10))
[01.12.2016 13:45:17,019] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 4
[01.12.2016 13:45:17,055] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 73.0
[01.12.2016 13:45:17,056] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((X + 9) + (Y + X)) + (X + (X * X))
[01.12.2016 13:45:17,056] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:45:17,200] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 25.0
[01.12.2016 13:45:17,200] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (Y + ((X * X) + Y)) + (X * 3)
[01.12.2016 13:45:17,200] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 4
[01.12.2016 13:45:17,211] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 15.0
[01.12.2016 13:45:17,212] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((X + Y) + (X * X)) + ((X + Y) + (2 + X))
[01.12.2016 13:45:17,213] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:45:17,247] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 5.0
[01.12.2016 13:45:17,247] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: 6 + (Y + ((Y + (X * X)) + (X * 3)))
[01.12.2016 13:45:17,247] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 5
[01.12.2016 13:45:17,283] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:45:17,283] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((X + Y) + ((X + 5) + ((X * X) + Y))) + X
[01.12.2016 13:45:17,284] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 5
[01.12.2016 13:45:17,436] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 108.3 MB
[01.12.2016 13:45:17,499] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:45:17,499] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((X + Y) + ((X + 5) + ((X * X) + Y))) + X
[01.12.2016 13:45:17,499] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 5
[01.12.2016 13:45:57,358] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:45:57,435] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:45:57,474] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:45:57,478] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:45:57,491] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:45:57,553] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:45:57,554] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:45:57,758] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:45:57,759] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((Deleted_numeric * NPDR_AFP_numeric) / (Interface_numeric + Dev.Type_numeric)) / ((N_effort_numeric / Output_numeric) + (5.0 / 5.0))
[01.12.2016 13:45:57,759] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:45:59,399] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 104.3 MB
[01.12.2016 13:45:59,715] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:45:59,716] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((Deleted_numeric * NPDR_AFP_numeric) / (Interface_numeric + Dev.Type_numeric)) / ((N_effort_numeric / Output_numeric) + (5.0 / 5.0))
[01.12.2016 13:45:59,716] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:46:18,039] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:46:18,121] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:46:18,156] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:46:18,159] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:46:18,174] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:46:18,223] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:46:18,225] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:46:18,457] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:46:18,458] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((N_effort_numeric * Interface_numeric) / (Output_numeric - NPDR_AFP_numeric)) / ((AFP_numeric / Resource_numeric) * (AFP_numeric * Deleted_numeric))
[01.12.2016 13:46:18,458] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:46:20,052] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 104.3 MB
[01.12.2016 13:46:20,385] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:46:20,385] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: ((N_effort_numeric * Interface_numeric) / (Output_numeric - NPDR_AFP_numeric)) / ((AFP_numeric / Resource_numeric) * (AFP_numeric * Deleted_numeric))
[01.12.2016 13:46:20,385] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:46:27,204] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:46:27,282] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:46:27,307] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:46:27,311] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:46:27,330] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:46:27,381] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:46:27,383] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:46:27,599] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:46:27,599] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (PDR_AFP_numeric + 4.0) - (Dev.Type_numeric / Dev.Type_numeric)
[01.12.2016 13:46:27,599] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
[01.12.2016 13:46:29,209] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 103.8 MB
[01.12.2016 13:46:29,548] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:46:29,548] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (PDR_AFP_numeric + 4.0) - (Dev.Type_numeric / Dev.Type_numeric)
[01.12.2016 13:46:29,549] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
[01.12.2016 13:46:58,992] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:46:59,067] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:46:59,095] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:46:59,099] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:46:59,119] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:46:59,170] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:46:59,171] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:46:59,403] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:46:59,403] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (PDR_AFP_numeric + NPDR_AFP_numeric) * (Interface_numeric / Dev.Type_numeric)
[01.12.2016 13:46:59,403] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
[01.12.2016 13:47:01,010] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 106.0 MB
[01.12.2016 13:47:01,318] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:47:01,319] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (PDR_AFP_numeric + NPDR_AFP_numeric) * (Interface_numeric / Dev.Type_numeric)
[01.12.2016 13:47:01,319] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
[01.12.2016 13:47:12,188] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:47:12,277] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:47:12,302] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:47:12,309] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:47:12,342] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:47:12,393] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:47:12,394] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:47:12,602] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:47:12,603] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: Added_numeric / ((Added_numeric - Changed_numeric) - (File_numeric / Deleted_numeric))
[01.12.2016 13:47:12,603] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:47:14,217] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 25, memory free: 104.2 MB
[01.12.2016 13:47:14,537] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:47:14,537] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: Added_numeric / ((Added_numeric - Changed_numeric) - (File_numeric / Deleted_numeric))
[01.12.2016 13:47:14,537] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 3
[01.12.2016 13:47:17,625] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:47:17,766] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:47:17,795] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:47:17,799] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:47:17,814] [main] INFO  org.jgap.gp.impl.GPPopulation  - Prototype program set
[01.12.2016 13:47:17,922] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free after creating population: 123.0 MB
[01.12.2016 13:47:17,923] [main] INFO  org.jgap.gp.impl.GPGenotype  - Evolving generation 0, memory free: 120.5 MB
[01.12.2016 13:47:18,122] [main] INFO  FileObject  - Reading File china.arff
[01.12.2016 13:47:18,222] [main] INFO  CostEstimationFitness  - Inputs size: 17; variables: 17; dataLen: 499; outputs size: 499
[01.12.2016 13:47:18,256] [main] INFO  org.jgap.gp.impl.GPGenotype  - Creating initial population
[01.12.2016 13:47:18,260] [main] INFO  org.jgap.gp.impl.GPGenotype  - Mem free: 123.0 MB
[01.12.2016 13:47:18,291] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution fitness: 0.0
[01.12.2016 13:47:18,291] [main] INFO  org.jgap.gp.impl.GPGenotype  - Best solution: (3.0 - Input_numeric) - (Interface_numeric / Dev.Type_numeric)
[01.12.2016 13:47:18,292] [main] INFO  org.jgap.gp.impl.GPGenotype  - Depth of chrom: 2
